Default,LoanAmount,Accounts,AnnualIncome,LastCreditPullYear,RevolvingBalance,LastPaymentAmount,RecentInquiries
0,14250.0,24,122600.0,2019,4930.0,7548.52,0
0,21000.0,29,100000.0,2018,15143.0,2016.73,1
0,6400.0,31,35000.0,2019,1901.0,215.21,0
1,35000.0,23,115400.0,2017,23082.0,450.0,0
0,7000.0,14,40000.0,2019,6294.0,697.5,1
0,28000.0,31,110000.0,2019,43485.0,8586.0,1
0,22750.0,30,51000.0,2018,23942.0,484.64,1
0,23950.0,20,140000.0,2016,48630.0,781.39,0
0,9600.0,40,65000.0,2017,6934.0,9496.73,1
0,33000.0,38,85000.0,2019,21127.0,15621.33,1
0,21000.0,27,60000.0,2019,15517.0,9259.04,0
0,24000.0,18,55309.0,2016,25031.0,18411.04,2
1,16000.0,18,58000.0,2019,34433.0,398.85,1
0,15350.0,17,60000.0,2015,9635.0,72.68,0
0,3000.0,10,10488.0,2017,3084.0,1513.42,0
1,12000.0,37,67600.0,2019,10469.0,269.92,1
0,30000.0,17,85000.0,2019,29676.0,2.23,1
0,20625.0,12,43000.0,2017,51118.0,19244.56,0
0,7550.0,24,70000.0,2018,20855.0,4074.62,1
0,8000.0,17,32000.0,2017,9141.0,5650.19,0
0,8725.0,10,25000.0,2017,15541.0,307.8,2
1,15000.0,41,120000.0,2017,13116.0,326.07,0
0,8300.0,14,43000.0,2017,10217.0,308.2,1
1,20000.0,54,65000.0,2016,4640.0,646.76,0
0,12275.0,20,28000.0,2017,12076.0,419.03,0
0,16000.0,37,36000.0,2019,22346.0,539.58,1
0,8300.0,10,42000.0,2019,17413.0,5279.03,0
0,21200.0,24,71800.0,2018,3962.0,13505.31,0
1,10000.0,29,130000.0,2019,19191.0,362.78,0
1,4950.0,20,77000.0,2016,3145.0,169.14,0
0,6000.0,37,52000.0,2017,6979.0,4224.42,0
0,10000.0,26,80600.0,2017,24419.0,338.54,0
0,35000.0,16,75000.0,2019,27153.0,748.43,0
0,5000.0,16,90000.0,2019,1918.0,492.2,0
0,20000.0,23,108000.0,2019,52154.0,11737.92,1
0,5000.0,21,55000.0,2019,17593.0,1756.69,0
0,23975.0,26,141000.0,2019,9092.0,730.18,1
0,21500.0,11,90000.0,2018,14111.0,2669.55,0
0,4500.0,7,30000.0,2016,4474.0,140.32,0
0,22000.0,27,100000.0,2018,62588.0,7639.8,0
0,10000.0,32,174000.0,2016,31008.0,1244.13,0
0,19975.0,24,86500.0,2017,37735.0,13928.06,1
0,34925.0,37,131000.0,2018,33449.0,5940.73,0
0,20000.0,18,65000.0,2018,16148.0,8280.61,0
0,35000.0,16,125000.0,2019,26526.0,15760.56,0
1,12600.0,16,30000.0,2019,6231.0,303.81,0
0,10000.0,35,71000.0,2016,16860.0,7072.11,0
1,12000.0,20,65000.0,2018,4903.0,285.42,1
1,3500.0,13,35000.0,2016,7932.0,119.59,2
0,20400.0,24,77856.0,2018,19453.0,6151.68,2
0,8400.0,17,34000.0,2019,13652.0,283.23,0
0,14000.0,27,60000.0,2019,31983.0,7466.62,0
0,20000.0,53,126000.0,2019,16385.0,694.12,4
0,14000.0,35,115000.0,2019,36287.0,1732.15,0
0,3000.0,14,25000.0,2018,6262.0,1.1,1
1,1500.0,22,34000.0,2018,11089.0,51.02,0
0,11000.0,13,63000.0,2018,9816.0,0.06,0
0,26000.0,27,92000.0,2018,34822.0,25087.07,1
0,3500.0,9,45000.0,2016,2677.0,2422.62,0
0,3000.0,12,65000.0,2019,3194.0,100.85,0
0,30000.0,19,88000.0,2018,2339.0,18026.04,3
0,9000.0,8,43000.0,2019,5375.0,6291.94,0
0,28000.0,15,130000.0,2019,23049.0,21195.41,0
1,6000.0,38,57000.0,2018,7569.0,198.35,2
0,10000.0,29,66000.0,2018,7375.0,6756.68,0
0,8875.0,14,31000.0,2013,4240.0,8481.97,2
1,7000.0,15,27000.0,2016,7653.0,226.4,0
0,12000.0,12,37000.0,2018,16739.0,71.84,3
0,10500.0,15,75000.0,2016,9035.0,395.5,2
0,10000.0,27,222000.0,2019,84961.0,673.15,0
0,15625.0,27,42000.0,2016,23994.0,369.67,0
0,13200.0,46,84000.0,2018,5618.0,13344.52,0
0,14950.0,22,59000.0,2019,8961.0,8820.44,0
0,30000.0,28,115000.0,2017,16377.0,10934.02,1
0,6000.0,7,21228.0,2017,4395.0,193.86,0
0,15000.0,23,100000.0,2017,25272.0,3662.02,0
0,24975.0,22,70000.0,2016,20644.0,834.25,0
0,31825.0,41,80000.0,2016,35908.0,1146.35,1
0,6500.0,49,45000.0,2018,8842.0,4772.52,0
0,4000.0,15,23000.0,2019,5417.0,130.77,0
0,20000.0,27,135000.0,2016,19983.0,16638.59,0
0,7750.0,23,21800.0,2019,3712.0,7554.15,3
0,16000.0,34,49789.0,2019,14956.0,9807.22,1
0,25400.0,48,100356.0,2013,21717.0,25657.67,0
0,16000.0,21,90000.0,2018,46695.0,486.91,0
1,18475.0,32,68700.54,2016,19790.0,678.61,3
0,14400.0,10,71000.0,2018,17679.0,29.75,1
1,10800.0,25,36000.0,2017,9199.0,358.67,0
1,21000.0,15,69800.0,2018,4696.0,556.26,0
1,15400.0,13,40000.0,2016,9317.0,475.06,1
0,15875.0,18,100000.0,2016,4867.0,572.05,1
1,22800.0,19,60000.0,2016,19047.0,801.47,0
0,35000.0,35,95000.0,2019,25875.0,0.81,1
0,22750.0,44,52000.0,2018,31589.0,23034.42,2
0,4000.0,20,90000.0,2018,5162.0,133.6,0
0,22000.0,34,76800.0,2014,24411.0,18441.22,0
1,7950.0,32,45000.0,2016,12762.0,269.98,0
0,6600.0,21,54000.0,2018,11913.0,2715.39,0
0,20000.0,14,80000.0,2016,8642.0,617.17,1
0,6500.0,24,70000.0,2019,28538.0,220.03,1
0,26400.0,26,98000.0,2019,16176.0,621.01,1
0,14400.0,20,55000.0,2014,48512.0,10044.69,1
0,4000.0,34,150000.0,2019,3805.0,3421.28,0
0,7075.0,5,32830.0,2019,3645.0,3923.48,0
0,15250.0,29,36000.0,2018,16593.0,417.46,0
0,10000.0,22,45000.0,2017,10351.0,163.48,0
0,9725.0,13,26000.0,2018,6753.0,327.49,0
0,16000.0,20,60000.0,2019,26835.0,536.59,0
0,21000.0,49,165000.0,2017,44822.0,7678.32,1
0,18000.0,24,80000.0,2019,42238.0,567.25,0
0,12000.0,9,95000.0,2019,3201.0,920.34,0
0,8000.0,36,42000.0,2019,14625.0,147.26,1
0,8000.0,6,30000.0,2019,7039.0,4300.86,0
0,31175.0,43,67800.0,2019,17971.0,22998.67,0
0,16000.0,45,90000.0,2019,73561.0,401.75,1
0,13000.0,21,78920.0,2017,6553.0,2444.9,2
0,4000.0,7,32450.0,2019,3838.0,139.82,1
0,15225.0,14,55120.0,2018,22355.0,11930.37,1
0,30000.0,43,275000.0,2016,20630.0,10330.43,2
0,12000.0,41,50777.0,2018,9304.0,11318.87,4
0,25000.0,31,165000.0,2019,1248.0,861.9,0
0,9950.0,21,46000.0,2019,5456.0,3696.51,0
0,18000.0,38,70000.0,2019,28575.0,581.85,1
0,2600.0,11,42000.0,2019,10729.0,712.82,1
1,23525.0,37,59163.0,2016,30162.0,679.3,4
0,7000.0,17,49712.0,2016,9849.0,3981.76,0
0,7200.0,23,80000.0,2016,5730.0,751.08,0
0,10000.0,21,70000.0,2018,15229.0,317.21,0
0,7000.0,4,21120.0,2017,4663.0,484.73,0
0,12000.0,10,69000.0,2018,23381.0,451.65,0
0,13000.0,26,39000.0,2019,11461.0,4189.0,0
0,21050.0,30,60000.0,2018,9203.0,448.93,0
1,14000.0,26,52000.0,2016,8130.0,342.62,1
1,24000.0,28,100000.0,2017,24940.0,612.72,0
0,16000.0,28,55000.0,2017,25712.0,14076.43,0
0,14825.0,17,106672.47,2017,3961.0,13994.76,0
0,8000.0,25,74000.0,2019,9452.0,3761.72,0
1,7500.0,10,40000.0,2016,7272.0,261.13,0
0,29900.0,36,65000.0,2019,21913.0,26513.59,1
0,11950.0,14,48000.0,2014,3091.0,11361.23,3
0,9475.0,39,55000.0,2018,10382.0,7315.92,2
1,35000.0,63,107000.0,2018,17109.0,994.73,4
0,10475.0,7,50000.0,2019,13430.0,6337.49,0
0,10000.0,15,40000.0,2019,4760.0,2359.3,0
0,9975.0,29,60000.0,2019,22670.0,329.91,0
0,9925.0,41,60000.0,2019,18339.0,322.41,0
0,2400.0,16,29000.0,2019,9072.0,343.06,0
0,7250.0,19,40000.0,2016,14449.0,6174.61,1
0,10000.0,25,70000.0,2019,1856.0,219.05,0
0,11275.0,16,42000.0,2017,9735.0,5258.1,0
0,3500.0,6,19000.0,2019,4586.0,136.43,1
0,1000.0,35,45000.0,2013,4624.0,1011.34,1
0,4000.0,15,61000.0,2019,2930.0,268.99,0
0,15000.0,43,69423.0,2018,12514.0,264.09,1
0,11000.0,33,60000.0,2019,15634.0,5114.13,1
1,12000.0,18,50000.0,2018,7125.0,395.37,0
1,16000.0,59,75000.0,2017,15246.0,504.27,1
0,27600.0,33,71584.0,2019,26387.0,19095.14,2
0,8000.0,31,120000.0,2019,3459.0,278.48,3
0,15000.0,32,122000.0,2014,8417.0,11657.47,1
0,16000.0,49,68500.0,2017,13432.0,14309.35,0
0,19975.0,29,150000.0,2019,26362.0,2632.36,1
0,8000.0,18,75000.0,2017,20961.0,251.84,1
0,28000.0,37,265000.0,2019,15320.0,872.44,0
0,8000.0,9,26504.0,2017,6414.0,4232.51,1
0,14000.0,25,94000.0,2019,15024.0,14182.12,2
0,16800.0,42,80000.0,2015,35246.0,11022.75,1
0,4775.0,17,55000.0,2019,3298.0,1309.73,1
0,10000.0,40,95000.0,2019,21014.0,7055.18,3
1,6700.0,17,30000.0,2017,8772.0,249.68,1
0,21000.0,19,125000.0,2017,37617.0,666.72,2
0,6900.0,27,35360.0,2018,6625.0,2090.31,0
0,5000.0,6,25000.0,2018,5231.0,164.63,0
0,5000.0,28,78000.0,2013,11488.0,5042.46,1
0,7000.0,11,59400.0,2017,37798.0,235.57,0
0,6650.0,21,90000.0,2019,32101.0,199.06,0
0,12000.0,18,76000.0,2019,1453.0,357.09,1
0,12000.0,17,75000.0,2015,11436.0,122.87,0
0,6400.0,17,24000.0,2018,10685.0,213.42,0
0,10000.0,40,55000.0,2016,5386.0,312.6,0
1,11325.0,24,75000.0,2019,30464.0,284.94,0
1,16500.0,36,70000.0,2016,26927.0,582.58,2
0,10000.0,18,42000.0,2017,12697.0,8291.49,1
0,11000.0,15,33000.0,2019,17707.0,4936.97,2
0,35000.0,47,94145.0,2019,39573.0,832.47,1
0,16000.0,22,45000.0,2016,13529.0,10324.78,0
1,12000.0,34,150000.0,2016,104668.0,398.52,0
0,12000.0,25,57000.0,2019,14753.0,281.16,2
0,20000.0,14,65000.0,2017,3461.0,12289.11,1
0,35000.0,33,96000.0,2018,22026.0,10723.72,2
0,35000.0,44,130000.0,2018,13234.0,8726.02,1
0,23750.0,25,70000.0,2016,12321.0,5867.09,0
0,10000.0,14,109000.0,2019,45247.0,5132.84,0
0,29225.0,29,58500.0,2019,23195.0,8982.3,1
0,6400.0,23,70000.0,2016,19215.0,217.38,0
1,34450.0,20,75000.0,2016,40212.0,955.11,0
0,5000.0,118,90000.0,2015,13543.0,4627.31,2
0,25000.0,35,235000.0,2015,54997.0,22403.44,1
0,6000.0,20,31000.0,2017,4935.0,2610.54,1
0,34750.0,55,90000.0,2017,45190.0,33107.79,1
0,10000.0,35,60000.0,2019,4368.0,331.9,0
0,30750.0,28,69000.0,2017,24186.0,1107.87,0
1,19200.0,14,55000.0,2016,21248.0,553.24,1
0,25000.0,37,100000.0,2018,16466.0,779.79,2
0,4400.0,5,13000.0,2018,850.0,170.83,0
0,20000.0,30,249000.0,2019,4604.0,17401.34,1
0,8000.0,18,65000.0,2018,22080.0,2958.1,0
0,12000.0,25,55000.0,2019,7308.0,2380.14,1
1,35000.0,30,130000.0,2018,57416.0,861.4,0
0,3000.0,20,56000.0,2019,26106.0,107.71,0
0,3625.0,22,30500.0,2014,10014.0,2565.69,1
0,6000.0,27,45000.0,2016,18797.0,5365.72,2
0,12500.0,17,75000.0,2014,21443.0,8737.79,1
0,6000.0,9,47000.0,2019,4697.0,386.97,0
0,30000.0,46,186000.0,2019,32025.0,667.19,1
0,5200.0,19,29000.0,2018,619.0,4719.82,0
0,12000.0,28,69000.0,2019,3600.0,0.47,2
0,29575.0,39,59373.0,2017,33404.0,20641.5,2
0,21500.0,20,70000.0,2019,22318.0,1481.17,0
0,22000.0,28,50000.0,2018,25504.0,16279.99,1
1,7200.0,13,31000.0,2016,6564.0,259.8,2
0,7500.0,26,48500.0,2018,1415.0,278.62,0
1,34975.0,42,168000.0,2019,12424.0,690.0,1
0,32000.0,24,124000.0,2019,26949.0,8911.68,1
0,30000.0,39,120000.0,2017,36983.0,945.41,0
1,35000.0,46,148000.0,2016,34913.0,1223.77,0
0,19950.0,26,155000.0,2019,41570.0,10624.64,0
0,16800.0,20,62000.0,2017,19366.0,12836.48,1
0,19500.0,23,72000.0,2016,9668.0,10006.12,0
0,18575.0,10,42616.0,2019,27910.0,663.29,0
0,35000.0,29,137000.0,2019,38406.0,785.48,0
0,20400.0,31,51000.0,2016,21676.0,11255.69,0
0,9000.0,14,27000.0,2017,7823.0,6264.81,0
0,26000.0,33,160000.0,2019,16675.0,0.0,2
0,10000.0,26,80000.0,2018,9307.0,0.0,1
0,24000.0,34,83000.0,2019,18346.0,570.84,0
0,25300.0,11,60500.0,2019,48250.0,19941.37,0
0,10000.0,38,105000.0,2019,11571.0,2346.9,0
0,14125.0,51,39000.0,2018,3870.0,11329.52,0
0,12000.0,11,44022.0,2018,10169.0,373.2,0
0,12000.0,41,62000.0,2019,10199.0,7265.68,1
0,7000.0,28,83000.0,2019,10902.0,4097.36,0
0,11000.0,30,77000.0,2019,28546.0,10271.94,0
1,16100.0,22,100000.0,2018,13896.0,358.06,2
0,1650.0,8,20000.0,2017,5992.0,61.93,0
0,5300.0,20,64601.0,2017,16622.0,3381.23,0
0,24000.0,25,78000.0,2017,11051.0,750.81,0
0,5000.0,14,50000.0,2019,5888.0,2764.97,2
1,3000.0,22,43680.0,2017,19897.0,101.59,0
0,24000.0,22,250000.0,2019,5079.0,578.68,0
0,16000.0,47,100000.0,2018,7961.0,12231.78,1
0,10500.0,43,69500.0,2019,22084.0,5037.89,0
0,30000.0,29,165000.0,2019,28318.0,10966.08,4
0,20000.0,40,120000.0,2017,18978.0,2527.14,0
0,11000.0,8,75000.0,2016,26585.0,342.58,0
1,8325.0,36,25000.0,2017,6603.0,302.02,1
0,21000.0,23,85000.0,2017,38421.0,6412.23,0
0,5000.0,21,70000.0,2018,2643.0,2352.1,4
0,14950.0,34,140000.0,2019,3410.0,483.83,1
1,4500.0,10,29000.0,2015,4808.0,153.11,0
0,6000.0,43,95000.0,2019,74476.0,1929.89,1
0,12000.0,22,85000.0,2018,23123.0,365.09,0
0,25000.0,47,60000.0,2018,21776.0,15572.49,3
1,29975.0,28,92000.0,2016,22713.0,875.28,3
0,10975.0,23,25000.0,2017,15029.0,2115.58,0
0,16000.0,42,65000.0,2017,20226.0,735.25,0
0,9900.0,22,60000.0,2019,10996.0,6378.6,2
0,7000.0,27,69000.0,2019,28190.0,696.65,0
0,13000.0,28,38000.0,2018,49478.0,437.91,1
0,10000.0,27,70600.0,2017,8480.0,8093.25,0
0,15000.0,59,65000.0,2019,6399.0,15237.38,4
0,20000.0,19,135000.0,2017,26375.0,5793.85,0
0,12000.0,13,37000.0,2019,13479.0,411.94,0
0,7000.0,23,56000.0,2019,6374.0,5927.76,0
0,11950.0,28,75000.0,2017,13783.0,67.24,0
0,15000.0,10,38906.0,2018,2464.0,2537.31,0
0,12000.0,23,102000.0,2019,3312.0,11815.39,0
0,13600.0,45,100000.0,2019,20011.0,10517.36,1
0,16000.0,13,38000.0,2018,16804.0,386.56,0
0,12000.0,28,56000.0,2019,628.0,392.72,0
0,15000.0,17,68000.0,2019,10429.0,524.11,0
0,2500.0,40,30000.0,2019,10699.0,2072.15,0
0,6400.0,26,40000.0,2016,20098.0,4773.35,3
1,23600.0,23,52000.0,2018,6888.0,651.68,0
0,9000.0,32,130000.0,2018,8745.0,294.44,4
0,5000.0,18,50000.0,2019,17977.0,174.56,1
1,15000.0,27,78500.0,2016,12378.0,534.72,1
0,24000.0,9,58000.0,2018,33032.0,774.29,0
0,10000.0,19,61380.0,2015,9139.0,3988.86,0
0,8050.0,16,28000.0,2019,7607.0,4188.13,3
1,12375.0,63,41000.0,2018,16158.0,356.58,1
0,7000.0,5,40000.0,2016,4364.0,2675.81,0
1,6075.0,17,25000.0,2017,5994.0,224.29,0
1,11000.0,27,55000.0,2017,12220.0,374.15,1
0,16000.0,13,60574.0,2019,48981.0,2509.74,0
0,20000.0,17,104000.0,2019,33872.0,9285.53,1
0,5000.0,29,77759.0,2019,10690.0,2113.71,3
0,14000.0,14,42000.0,2019,13283.0,352.25,2
0,8000.0,34,30000.0,2018,8505.0,269.22,1
0,14875.0,21,34000.0,2018,21649.0,126.32,0
0,16800.0,19,60000.0,2019,9281.0,20.19,1
0,28000.0,35,117000.0,2017,40973.0,2064.24,0
0,21000.0,51,109400.0,2016,22866.0,8091.42,2
0,7000.0,47,71000.0,2018,17950.0,2697.14,0
0,16425.0,10,37366.0,2018,22193.0,12911.49,1
0,10000.0,63,35000.0,2019,2090.0,8051.61,2
0,10000.0,18,110000.0,2019,9519.0,340.01,1
0,18000.0,12,58000.0,2019,20734.0,5345.13,1
0,20000.0,26,79000.0,2018,13061.0,6873.97,2
1,16000.0,40,87000.0,2016,24743.0,385.79,3
0,18000.0,17,58700.0,2018,11133.0,4336.27,0
0,20000.0,43,87000.0,2019,46845.0,16190.44,0
0,15000.0,25,62623.0,2019,16248.0,488.42,0
0,20975.0,22,50000.0,2019,11765.0,19720.29,0
0,10000.0,22,80000.0,2018,11915.0,352.72,1
0,4000.0,14,62000.0,2019,334.0,214.44,1
0,20000.0,28,83000.0,2017,14954.0,7479.64,0
0,25050.0,15,62000.0,2018,25038.0,17727.45,0
1,10000.0,26,53000.0,2015,10016.0,334.49,2
0,5500.0,21,60000.0,2018,6383.0,167.22,1
0,14400.0,36,34000.0,2018,11887.0,467.86,0
0,20000.0,36,150000.0,2019,8265.0,5236.43,3
0,8000.0,10,65000.0,2018,3486.0,2675.82,0
0,35000.0,32,95000.0,2018,15679.0,18088.56,0
1,24000.0,30,70000.0,2016,9554.0,0.0,0
0,16500.0,36,70075.0,2019,13631.0,547.84,2
0,8000.0,48,121568.0,2017,15974.0,4108.88,3
0,4000.0,4,33000.0,2019,3242.0,1666.56,0
1,35000.0,3,145000.0,2019,230.0,906.38,0
0,16500.0,29,60000.0,2018,13887.0,9281.35,0
0,33575.0,48,70000.0,2018,1581.0,27406.41,2
0,12800.0,20,54000.0,2018,14005.0,6.71,0
0,30000.0,26,108000.0,2018,6991.0,25.2,1
0,19750.0,23,115000.0,2017,10605.0,2665.59,0
0,16000.0,21,52150.0,2019,13075.0,380.56,0
0,21850.0,33,50000.0,2014,31035.0,17311.99,0
0,4200.0,13,15000.0,2017,7828.0,1344.34,1
0,24975.0,30,120000.0,2016,27374.0,797.71,2
0,12000.0,30,89000.0,2019,16214.0,399.25,0
0,25000.0,46,100000.0,2019,18711.0,7800.3,1
0,7000.0,27,38000.0,2017,5677.0,4925.8,0
0,19125.0,31,61423.0,2016,21037.0,2688.89,0
0,12500.0,22,65000.0,2019,42949.0,6140.01,0
0,4500.0,26,89000.0,2018,11907.0,4548.71,1
0,9000.0,27,93000.0,2017,12843.0,1359.05,0
1,15000.0,24,47000.0,2016,8435.0,460.56,1
0,9750.0,18,28900.0,2016,38147.0,315.25,0
0,5500.0,12,45000.0,2018,2099.0,171.95,2
0,25000.0,19,60000.0,2019,23167.0,602.79,2
0,20175.0,27,50480.0,2019,16167.0,4708.54,1
0,31575.0,27,72000.0,2016,33341.0,29652.19,0
0,5700.0,23,19000.0,2015,3524.0,2963.89,0
0,16000.0,19,95000.0,2015,23511.0,6265.87,0
0,22000.0,24,67000.0,2019,15289.0,720.05,1
0,10000.0,22,52000.0,2019,9297.0,359.96,1
0,9600.0,26,60000.0,2019,8882.0,317.2,0
0,11150.0,44,48600.0,2019,18094.0,10226.79,1
0,14975.0,22,50000.0,2017,7459.0,9027.54,0
0,35000.0,56,85396.0,2019,45940.0,34973.21,0
0,7500.0,10,50000.0,2019,6928.0,3495.82,0
1,24000.0,26,107000.0,2016,33070.0,537.4,0
1,18000.0,24,109872.0,2016,15479.0,615.03,1
0,13025.0,19,64000.0,2019,9030.0,11575.92,0
0,9000.0,25,60380.0,2016,17277.0,298.7,1
0,6000.0,26,20712.0,2019,4320.0,4816.27,2
0,10000.0,15,70000.0,2016,10003.0,352.72,1
0,12000.0,23,55000.0,2019,6403.0,7989.22,1
0,10000.0,11,48000.0,2019,3247.0,284.39,2
0,18000.0,27,91223.0,2018,11459.0,4565.98,0
1,25350.0,38,74000.0,2017,19870.0,729.84,1
0,29950.0,27,100000.0,2016,29675.0,1947.04,1
0,35000.0,54,180000.0,2018,9573.0,30363.16,3
1,11000.0,4,34000.0,2016,10546.0,409.93,1
0,2125.0,12,36000.0,2019,1767.0,1802.68,3
0,3000.0,36,23000.0,2016,12130.0,109.01,1
0,35000.0,10,125797.0,2018,15340.0,742.65,0
0,5700.0,37,75000.0,2018,12125.0,4794.9,0
0,24000.0,21,72000.0,2014,26013.0,18493.3,1
1,14975.0,13,51209.6,2017,5566.0,423.72,3
1,16000.0,14,52000.0,2017,8988.0,591.89,1
0,20000.0,29,78000.0,2018,15401.0,7178.52,0
0,10100.0,24,85000.0,2019,2519.0,1842.32,2
0,5325.0,9,43200.0,2017,5969.0,886.11,2
0,14400.0,50,128000.0,2019,35362.0,1922.02,1
0,4000.0,3,98000.0,2017,3536.0,1295.67,0
0,35000.0,22,135000.0,2018,63495.0,31248.4,0
0,12000.0,7,53000.0,2018,14627.0,9937.96,0
1,14000.0,22,45000.0,2016,6729.0,329.33,0
0,30000.0,38,135000.0,2016,37675.0,15075.23,1
0,13000.0,10,75000.0,2018,9749.0,432.17,0
1,3600.0,33,23000.0,2018,5824.0,121.88,0
0,10000.0,17,55000.0,2015,12807.0,3099.62,2
0,17625.0,30,40324.0,2017,11141.0,593.39,0
0,21975.0,23,49800.0,2019,15847.0,15278.73,1
0,12000.0,39,62000.0,2019,8717.0,9628.02,0
0,7150.0,14,25000.0,2019,6190.0,4736.63,0
1,15250.0,13,175000.0,2016,8218.0,446.09,3
0,27050.0,26,61000.0,2017,14528.0,10334.76,2
0,11825.0,21,40280.0,2018,5939.0,4958.95,2
1,17125.0,105,39000.0,2017,9923.0,615.43,2
1,15000.0,33,45500.0,2017,7343.0,469.36,0
0,18625.0,25,55000.0,2019,34813.0,715.16,0
0,8800.0,31,110000.0,2018,971.0,0.53,0
1,12600.0,29,43000.0,2017,9088.0,420.61,1
0,12000.0,19,90000.0,2015,6563.0,6550.61,0
0,15000.0,26,121000.0,2016,29204.0,12215.85,0
0,29950.0,18,78000.0,2019,16300.0,27404.5,0
0,4200.0,55,72000.0,2017,23452.0,128.77,1
0,12000.0,20,60000.0,2019,11067.0,282.28,1
0,14300.0,49,112200.0,2019,13301.0,9308.7,1
0,26750.0,16,75000.0,2017,8859.0,23219.28,0
0,14875.0,34,110000.0,2017,14146.0,8477.97,0
0,9875.0,45,75000.0,2019,2695.0,3571.88,4
0,12000.0,11,56000.0,2019,12278.0,387.15,0
0,34975.0,8,98000.0,2018,23014.0,2441.03,1
0,3600.0,14,25000.0,2018,2579.0,0.84,2
0,20000.0,25,265000.0,2019,45475.0,4863.3,0
1,12000.0,18,62042.0,2019,20609.0,323.3,0
1,17000.0,32,80591.0,2016,28483.0,583.59,2
0,10000.0,20,50000.0,2017,11595.0,341.64,3
0,5275.0,10,57616.0,2019,317.0,4.76,1
0,18950.0,24,53000.0,2018,28607.0,458.44,0
0,11475.0,12,33000.0,2019,13652.0,377.18,0
0,6400.0,14,55000.0,2018,8278.0,5213.38,2
0,3625.0,24,64500.0,2019,420.0,141.3,3
0,15800.0,16,56000.0,2016,16683.0,2730.43,1
0,9450.0,49,27000.0,2019,8831.0,5390.31,0
0,21525.0,35,49000.0,2019,20435.0,714.63,1
0,35000.0,26,400000.0,2014,266949.0,35431.31,1
0,24175.0,23,55000.0,2017,16728.0,845.0,0
0,8000.0,18,66500.0,2018,6884.0,243.26,0
0,35000.0,22,84000.0,2019,18512.0,11889.93,0
1,15000.0,39,57887.0,2018,11171.0,540.49,2
0,7175.0,22,34800.0,2016,18595.0,241.89,1
0,23950.0,23,86000.0,2014,14976.0,21469.94,2
0,19975.0,23,75000.0,2016,20293.0,1334.59,3
0,15000.0,58,130000.0,2018,34536.0,13164.81,3
0,6400.0,6,27000.0,2017,1955.0,219.0,2
0,5000.0,4,25000.0,2019,3584.0,822.6,0
1,4500.0,43,130000.0,2019,11548.0,147.31,1
0,20000.0,29,100000.0,2019,26809.0,8715.36,0
0,18000.0,55,75000.0,2019,32736.0,4708.66,1
0,7550.0,17,75000.0,2019,74735.0,254.05,0
0,10000.0,26,55000.0,2019,13592.0,1404.51,0
0,5000.0,5,13000.0,2017,1577.0,4.56,1
0,4200.0,30,53100.0,2017,8290.0,2268.76,1
0,20000.0,25,112000.0,2019,17556.0,6957.9,3
0,9125.0,13,30000.0,2019,2828.0,328.79,0
0,26000.0,24,152500.0,2019,29984.0,796.59,0
0,24000.0,20,185000.0,2019,31086.0,775.85,1
0,5375.0,16,15300.0,2019,6296.0,174.68,0
0,8000.0,21,48000.0,2018,3503.0,264.26,0
0,6000.0,21,110000.0,2014,4155.0,5884.55,0
0,2100.0,63,110000.0,2017,2580.0,1973.64,0
0,10000.0,15,60000.0,2019,7457.0,10108.25,1
0,25000.0,25,70000.0,2019,2424.0,685.8,0
0,10000.0,13,60000.0,2019,12863.0,2076.7,2
0,3000.0,27,35672.0,2018,3160.0,2387.48,0
1,11100.0,17,32000.0,2016,13294.0,385.33,0
0,17275.0,17,70259.0,2019,19597.0,17052.64,0
0,16000.0,36,40000.0,2019,23347.0,4463.88,3
0,20900.0,34,46738.0,2017,21606.0,705.68,0
0,12825.0,13,28000.0,2019,11237.0,413.62,0
0,30000.0,22,136212.0,2018,20591.0,17736.52,0
0,12000.0,54,112111.0,2018,4593.0,347.0,1
0,4125.0,7,14000.0,2018,4904.0,150.85,1
0,24150.0,26,67500.0,2019,29612.0,10070.81,1
1,22100.0,40,50000.0,2019,23698.0,100.0,0
0,3500.0,14,34000.0,2016,11372.0,9.03,1
0,11500.0,27,62000.0,2019,7050.0,1050.51,0
0,18000.0,12,45000.0,2018,2358.0,15.0,0
0,8000.0,24,61000.0,2018,4244.0,7302.55,1
0,12000.0,23,90000.0,2018,4397.0,375.34,0
0,10400.0,22,79000.0,2019,20805.0,898.09,0
1,6775.0,5,50000.0,2016,2164.0,434.15,0
0,23000.0,49,150000.0,2019,0.0,18039.41,0
1,2500.0,16,35000.0,2016,3078.0,87.39,0
0,27300.0,18,65000.0,2019,29330.0,686.88,0
1,35000.0,49,275000.0,2015,42327.0,1201.33,1
0,28000.0,27,65385.0,2019,19467.0,15964.98,0
0,28000.0,33,109000.0,2019,20786.0,18771.03,0
0,9600.0,11,30000.0,2016,9259.0,6708.84,1
0,12125.0,26,35000.0,2019,19028.0,410.83,0
0,22950.0,43,51000.0,2019,34791.0,8677.46,1
0,15000.0,26,45000.0,2018,11521.0,619.37,1
1,13000.0,8,42000.0,2018,5202.0,291.75,1
0,4200.0,10,19500.0,2016,2530.0,1107.52,0
0,3400.0,19,90000.0,2018,2991.0,2256.27,1
0,20000.0,38,60000.0,2018,17608.0,18898.13,2
