"ReferenceId","PolicyholderNumber","FirstPartyVehicleNumber","ThirdPartyVehicleNumber","PolicyholderOccupation","LossDate","FirstPolicySubscriptionDate","ClaimCause","ClaimInvolvedCovers","DamageImportance","FirstPartyVehicleType","ConnectionBetweenParties","LossPostCode","PolicyHolderPostCode","PolicyWasSubscribedOnInternet","NumberOfPoliciesOfPolicyholderInAllScope","FpVehicleAgeMonths","EasinessToStage","ClaimWihoutIdentifiedThirdParty","ClaimAmount","LossHour","PolicyHolderAge","NumberOfBodilyInjuries","FirstPartyLiability","Fraud"
6021,331676,499399,NA,"Retired","2019-04-01","2018-01-01","WindscreenDamage","Windscreen","","Car","","56370","56450",0,5,105,0.5,1,779.75,14,58,0,0,0
6022,796454,616717,NA,"Retired","2019-04-01","2018-03-01","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Caravan","","64300","64300",0,3,13,0.25,1,425.53,12,62,0,0,0
6023,666152,886896,NA,"Executive","2019-03-19","2017-02-07","AccidentWithUnidentifiedThirdParty","MaterialDamages","","Car","","63200","63200",0,2,5,0.25,1,212.12,0,58,0,0,0
6024,550764,739829,NA,"Executive","2019-04-05","2018-06-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","59150","59150",0,2,41,0.25,0,4369.15,13,45,0,0,0
6025,417344,588594,NA,"Employee","2019-03-27","2019-03-27","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","95130","95130",1,1,48,0.25,0,6118.2,20,64,0,0,1
6026,125998,114197,NA,"Unemployed","2019-02-28","2017-03-16","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","56460","56003",0,1,23,0.25,0,478.45,7,50,0,0,0
6027,332254,501269,NA,"Unemployed","2019-04-02","2019-01-16","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","56100","56100",0,2,249,0.25,0,2500,8,62,0,0,0
6028,596296,793817,NA,"Employee","2019-04-05","2018-08-14","WindscreenDamage","Windscreen","","Car","","84350","84350",1,1,69,0.5,1,433.13,0,39,0,0,0
6029,314121,447062,NA,"Unemployed","2019-04-04","2017-11-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","3200","3300",0,2,221,0.25,0,0,16,56,0,0,0
6030,581320,776669,NA,"Retired","2019-03-27","2017-08-01","WindscreenDamage","Windscreen","","Car","","74440","74440",0,3,213,0.5,1,629.75,0,66,0,0,0
6031,246251,293988,NA,"Employee","2019-04-03","2017-07-20","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","16400","16440",0,6,23,0.25,0,3041.54,19,48,0,1,0
6032,607797,973498,NA,"Employee","2019-03-09","2017-09-20","AccidentWithIdentifiedThirdParty","ActLiability ThirdParty","TotalLoss","Car","","11000","11000",0,3,162,0,0,19667.96,0,35,1,1,0
6033,267767,NA,NA,"Student","2019-04-04","2018-07-07","TotalTheft","ActLiability Theft","","Motorcycle","","40000","40000",0,2,83,0.5,1,863,0,18,0,0,0
6034,444625,617359,NA,"Employee","2019-04-03","2018-03-09","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","43700","43700",0,1,95,0.25,0,0,13,24,0,1,0
6035,234225,274457,NA,"Worker","2019-04-05","2018-06-02","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22440","22440",0,5,166,0.25,0,1482,18,42,0,1,0
6036,370654,542664,NA,"Employee","2019-03-19","2019-02-21","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","1360","1800",0,3,115,0.25,0,1482,20,51,0,1,0
6037,233443,272417,NA,"Worker","2019-04-06","2017-07-31","WindscreenDamage","Windscreen","","Car","","44000","44110",0,2,39,0.5,1,251.94,6,52,0,0,0
6038,262151,325267,NA,"Retired","2019-04-06","2018-08-14","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","56000","56000",0,6,126,0.25,0,2138.36,16,70,0,0,0
6039,458155,632047,NA,"Executive","2019-04-06","2017-04-29","WindscreenDamage","Windscreen","","Car","","83500","83270",1,1,126,0.5,1,358.1,17,35,0,0,0
6040,804644,548620,NA,"Employee","2019-04-07","2019-04-03","WindscreenDamage","Windscreen ActLiability","","Car","","34500","48400",1,3,180,0.5,1,258.6,0,22,0,0,0
6041,321563,468608,NA,"Executive","2019-04-07","2017-06-14","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","TotalLoss","Car","","21130","21130",0,2,205,0.25,0,2541,19,37,0,0,0
6042,414909,NA,NA,"Retired","2019-04-05","2019-02-08","AccidentWithIdentifiedThirdParty","ActLiability MedicalCare","TotalLoss","Car","","26130","26700",1,1,29,0,0,16517.25,8,70,1,0,0
6043,666433,887251,NA,"Retired","2019-04-05","2018-12-03","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","47000","47240",0,1,12,0.25,0,307.26,11,59,0,0,0
6044,367106,615413,NA,"Employee","2019-04-07","2017-05-01","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","34200","34200",0,3,189,0.25,0,950,17,42,0,0,0
6045,607079,807668,NA,"Worker","2019-04-05","2017-09-07","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty","","Car","SameAddress","33160","33480",0,1,24,0,0,20735.08,19,49,3,1,1
6046,460219,634318,NA,"Employee","2019-03-26","2018-04-16","WindscreenDamage","Windscreen","","Car","","38300","38300",1,1,11,0.5,1,0,0,49,0,0,0
6047,692100,922732,NA,"","2019-04-06","2019-01-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","59800","59800",1,1,152,0.25,0,2553.42,17,40,0,0,0
6048,488044,920354,NA,"Employee","2019-04-05","2018-12-17","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","62820","62820",0,3,154,0.25,0,1356.89,0,63,0,0,0
6049,365067,536698,NA,"Employee","2019-03-26","2018-01-20","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","74140","74250",0,2,51,0.25,0,1482,11,52,0,1,0
6050,90159,74514,NA,"Student","2019-04-07","2019-01-01","WindscreenDamage","Windscreen","","Car","","38000","29350",0,2,198,0.5,1,0,0,23,0,0,0
6051,454771,628998,NA,"Employee","2019-04-07","2019-04-01","LossOfControl","MaterialDamages ActLiability","","Caravan","","24100","24100",0,2,140,0.5,1,0,18,46,0,1,0
6052,562181,752859,NA,"Executive","2019-03-28","2018-07-14","WindscreenDamage","Windscreen","","Car","","62800","62210",1,1,113,0.5,1,726.4,0,32,0,0,0
6053,672372,893527,NA,"CivilServant","2019-04-05","2018-12-16","WindscreenDamage","Windscreen","","Car","","30900","91700",1,1,91,0.5,1,0,0,25,0,0,0
6054,450914,624744,NA,"Employee","2019-04-06","2019-03-09","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","59300","59770",0,1,162,0.25,0,0,20,30,0,0,0
6055,618163,821459,NA,"Unemployed","2019-04-07","2018-10-10","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","31200","9100",1,2,133,0.25,0,556.8,19,27,0,0,0
6056,443805,616404,NA,"Employee","2019-04-06","2018-03-02","Fire","ActLiability Fire","TotalLoss","Car","","94190","94190",0,1,195,0.5,1,1574,12,41,0,0,0
6057,672140,893280,NA,"Employee","2019-04-07","2017-11-15","Vandalism","ActLiability Burglary","","Car","","13015","13015",1,1,141,0.5,1,2836,15,30,0,0,0
6058,695429,926440,NA,"Executive","2019-04-08","2018-12-14","WindscreenDamage","Windscreen","","Car","","60280","59650",1,1,225,0.5,1,90,0,27,0,0,0
6059,367643,539461,NA,"Employee","2019-03-31","2019-01-03","CollisionWithAnimal","MaterialDamages ActLiability","TotalLoss","Car","","72270","72270",0,1,203,0.25,1,8570,7,52,0,1,0
6060,128695,117999,NA,"CivilServant","2019-04-04","2018-05-12","LegalProtection","ActLiability","","Car","","29200","29810",0,7,72,0.25,1,0,12,51,0,0,0
6061,633569,732346,NA,"Employee","2019-03-29","2017-09-13","WindscreenDamage","Windscreen","","Car","","34220","34220",0,1,211,0.5,1,512,0,23,0,0,0
6062,552104,741572,NA,"Executive","2019-03-01","2018-06-16","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","18000","18000",0,1,47,0.25,1,123.84,17,38,0,0,0
6063,583327,779087,NA,"Retired","2019-04-06","2018-07-25","LossOfControl","MaterialDamages ActLiability","","Car","","74200","74200",0,1,161,0.5,1,2424.1,11,80,0,1,0
6064,552588,742254,NA,"Retired","2019-04-07","2018-07-29","LossOfControl","MaterialDamages ActLiability MedicalCare ThirdParty","","Car","","18000","34700",0,3,41,0,1,11930.2,17,62,2,1,0
6065,234888,322538,NA,"Worker","2019-04-08","2017-07-12","WindscreenDamage","Windscreen","","Car","","29400","29400",0,4,126,0.5,1,339.42,17,31,0,0,0
6066,61872,46596,NA,"CivilServant","2019-04-08","2018-02-24","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","63100","63000",0,1,39,0.25,0,1193.87,16,28,0,0,0
6067,726918,972814,NA,"Employee","2019-03-16","2018-12-03","CollisionWithPedestrian","ActLiability ThirdParty","","Car","","31100","31100",0,1,218,0,1,4214.28,0,50,1,1,0
6068,460605,634708,NA,"Executive","2019-04-08","2019-04-03","WindscreenDamage","Windscreen ActLiability","","Car","","6000","6000",1,1,111,0.5,1,796.6,0,30,0,0,0
6069,167411,168481,NA,"Retired","2019-04-08","2018-05-28","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty","","Car","","56100","56260",0,2,118,0.25,0,2296.15,15,63,0,1,0
6070,262247,325508,NA,"Employee","2019-04-01","2018-03-13","WindscreenDamage","Windscreen ActLiability","","Car","","29150","29150",0,2,8,0.5,1,702.01,0,41,0,0,0
6071,730647,540642,NA,"Merchant","2019-04-03","2019-01-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","13400","13400",0,2,40,0.25,0,1997.7,21,50,0,0,0
6072,515330,697638,NA,"Employee","2019-04-07","2018-05-03","WindscreenDamage","Windscreen","","Car","","38390","1500",0,4,38,0.5,1,774.96,10,39,0,0,0
6073,512114,693286,NA,"Merchant","2019-04-04","2017-05-05","LossOfControl","MaterialDamages ActLiability","","Car","","65110","65110",0,1,23,0.5,1,1430.92,12,44,0,1,0
6074,361299,532572,NA,"Employee","2019-04-07","2017-02-11","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","64240","64240",0,1,154,0.25,0,1482,3,39,0,1,0
6075,167821,169091,NA,"Executive","2019-04-09","2019-04-05","WindscreenDamage","Windscreen ActLiability","","Car","","29200","29200",0,5,88,0.5,1,489.57,14,33,0,0,0
6076,400588,571016,NA,"Employee","2019-04-09","2018-02-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty ReplacementVehicle","","Car","","25000","25000",0,1,66,0.25,0,1322.92,13,44,0,1,0
6077,440773,612651,NA,"Worker","2019-03-28","2017-04-28","WindscreenDamage","Windscreen","","Car","","9800","9800",0,2,162,0.5,1,619.17,14,44,0,0,0
6078,198217,213640,NA,"Worker","2019-04-09","2018-05-19","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","16370","16370",0,4,160,0.25,1,2600.23,12,28,0,0,0
6079,722524,965653,NA,"Employee","2019-04-04","2017-12-01","TheftAttempt","ActLiability Theft","","Car","","31270","31270",0,2,212,0.5,1,813.26,12,42,0,0,0
6080,553515,743529,NA,"Employee","2019-04-02","2018-06-23","Vandalism","ActLiability Burglary","","Car","","59143","59143",0,1,171,0.5,1,0,19,29,0,0,0
6081,828403,576359,989001,"Worker","2019-03-16","2019-03-10","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","88170","88300",0,3,177,0.25,0,897.47,11,53,0,0,1
6082,635453,844882,NA,"CivilServant","2019-04-09","2017-09-30","WindscreenDamage","Windscreen","","Car","","77400","77400",0,4,49,0.5,1,1066.74,0,57,0,0,0
6083,408688,580008,NA,"Employee","2019-04-09","2019-02-23","Vandalism","MaterialDamages ActLiability Burglary","","Car","","38130","38130",0,1,31,0.5,1,5106.81,6,39,0,0,0
6084,728496,975123,NA,"Employee","2019-03-29","2019-01-17","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","31220","31220",0,2,14,0.25,0,291.96,18,52,0,0,0
6085,607278,807962,NA,"Employee","2019-03-27","2017-09-11","WindscreenDamage","Windscreen","","Car","","","80540",0,1,131,0.5,1,976.32,0,47,0,0,0
6086,581799,777053,NA,"Worker","2019-03-29","2017-08-01","WindscreenDamage","Windscreen","","Car","","","13007",0,2,219,0.5,1,155.08,0,53,0,0,0
6087,260712,321858,NA,"Executive","2019-03-03","2017-08-10","WindscreenDamage","Windscreen","","Car","","","29880",0,2,120,0.5,1,811.28,0,27,0,0,0
6088,581847,777126,NA,"Employee","2019-03-27","2017-08-01","WindscreenDamage","Windscreen","","Car","","","65200",0,1,66,0.5,1,119.98,0,61,0,0,0
6089,416693,583242,NA,"Employee","2019-03-31","2017-04-01","WindscreenDamage","Windscreen","","Car","","59268","33290",1,4,111,0.5,1,851.92,0,58,0,0,0
6090,726552,972263,NA,"Retired","2019-04-02","2019-01-01","WindscreenDamage","Windscreen","","Car","","","89000",0,7,34,0.5,1,119.98,0,71,0,0,0
6091,1499550,33077,NA,"","2019-03-30","2019-01-23","WindscreenDamage","Windscreen","","PrivateCar","","","56800",0,2,105,0.5,1,521.76,0,NA,0,0,0
6092,550299,741530,NA,"Retired","2019-03-19","2018-08-01","WindscreenDamage","Windscreen","","Car","","","76680",0,3,95,0.5,1,219.75,0,68,0,0,0
6093,671397,892602,NA,"Employee","2019-04-09","2018-11-10","MultiVehicleCrash","MaterialDamages ActLiability","","Car","","7130","7300",1,2,47,0.15,0,3970.11,17,46,0,0,0
6094,90322,500796,NA,"Employee","2019-04-10","2018-12-08","LossOfControl","MaterialDamages ActLiability MedicalCare ThirdParty","TotalLoss","Car","","29800","29800",0,3,48,0,1,6860,6,41,1,1,0
6095,399403,569583,NA,"Employee","2019-03-29","2017-02-20","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","1000","1370",0,5,83,0.25,0,1482,16,60,0,1,0
6096,96747,81506,NA,"Worker","2019-03-27","2018-03-29","CollisionWithAnimal","MaterialDamages ActLiability ThirdParty","","Car","","24700","24700",0,6,76,0.25,1,461.68,15,38,0,0,0
6097,93744,275675,NA,"CivilServant","2019-04-03","2019-03-01","LossOfControl","Windscreen MaterialDamages ActLiability","","Car","","35430","35430",0,3,61,0.5,1,257.21,0,56,0,0,0
6098,840774,624389,NA,"Employee","2019-04-08","2019-03-06","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","6400","6400",0,3,223,0.25,0,2600,10,44,0,0,0
6099,487353,665584,NA,"SelfEmployed","2019-04-03","2018-10-06","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","33300","33000",0,3,53,0.25,0,790.25,17,41,0,0,0
6100,414757,585962,NA,"Employee","2019-04-07","2018-05-01","AccidentWithUnidentifiedThirdParty","ActLiability","","Car","","38530","73110",1,2,71,0.25,1,0,18,51,0,0,0
6101,81763,64973,NA,"CivilServant","2019-04-09","2018-03-02","WindscreenDamage","Windscreen","","Car","","69530","69530",0,2,106,0.5,1,648.45,0,34,0,0,0
6102,797456,855519,NA,"Employee","2019-04-09","2018-10-27","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","7340","7340",1,2,66,0.25,0,962.63,20,47,0,0,0
6103,451789,625697,NA,"Employee","2019-04-09","2019-03-15","WindscreenDamage","Windscreen","","Car","","67200","67100",0,1,12,0.5,1,268.52,0,28,0,0,0
6104,450382,624138,NA,"Retired","2019-03-11","2019-03-05","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","22700","22700",0,1,0,0.25,0,498.32,11,81,0,0,0
6105,127029,115560,NA,"Employee","2019-04-09","2019-03-13","Hail","NaturalCatastrophes","","Car","","72000","22450",0,3,76,0.15,1,385.52,20,32,0,0,0
6106,483193,660389,NA,"Worker","2019-04-05","2018-04-11","LossOfControl","MaterialDamages ActLiability","","Caravan","","61000","72610",0,1,238,0.5,1,1977.58,16,56,0,1,0
6107,484339,661857,NA,"Employee","2019-03-06","2018-04-20","WindscreenDamage","Windscreen","","Car","","50740","50740",0,1,11,0.5,1,776.76,10,39,0,0,0
6108,487560,913729,NA,"Employee","2019-04-09","2017-11-08","WindscreenDamage","Windscreen","","Car","","93700","93700",0,3,96,0.5,1,757.15,0,42,0,0,0
6109,792073,885536,NA,"Employee","2019-04-09","2018-10-20","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","71960","71960",0,5,252,0.5,1,4580.1,19,28,0,1,0
6110,339222,513187,NA,"Executive","2019-03-27","2019-02-01","LossOfControl","ActLiability","","Car","","13580","13410",1,1,72,0.5,1,0,21,36,0,1,0
6111,339222,513187,NA,"Executive","2019-03-27","2019-02-01","","","","Car","","13580","13410",1,1,72,0.25,1,0,0,36,0,0,0
6112,611077,813514,NA,"Retired","2019-03-30","2018-09-01","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","44000","44000",0,1,42,0.25,1,1029.5,0,75,0,0,0
6113,722105,964904,NA,"Employee","2019-04-09","2017-01-01","WindscreenDamage","Windscreen","","Car","","74800","74800",0,3,175,0.5,1,591.72,0,42,0,0,0
6114,550459,739427,NA,"Employee","2019-04-01","2018-06-08","Vandalism","ActLiability Burglary","","Car","","66200","66200",0,1,49,0.5,1,5224.04,8,33,0,0,0
6115,728224,974726,NA,"Retired","2019-04-09","2018-12-23","TotalTheft","Accessories ActLiability Theft","","Caravan","","","32550",0,2,132,0.5,1,33646.99,0,77,0,0,0
6116,455076,629316,NA,"Employee","2019-04-03","2019-04-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","30580","30580",0,1,178,0.25,0,470.4,17,46,0,0,0
6117,759725,630158,NA,"Unemployed","2019-04-10","2018-03-17","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","26730","26730",1,2,212,0.25,0,0,10,46,0,0,0
6118,759725,630158,NA,"Unemployed","2019-04-10","2018-03-17","WindscreenDamage","Windscreen","","Car","","26730","26730",1,2,212,0.5,1,264.93,0,46,0,0,0
6119,693838,924661,NA,"Employee","2019-04-03","2017-11-13","WindscreenDamage","Windscreen","","Car","","77100","77100",1,1,207,0.5,1,549.78,0,46,0,0,0
6120,723769,967752,NA,"Retired","2019-04-10","2017-12-13","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Caravan","","69008","69008",0,1,175,0.25,1,5395,11,75,0,0,0
6121,451640,NA,NA,"Executive","2019-04-06","2018-07-03","LossOfControl","MaterialDamages ActLiability","","Car","","87000","87220",0,3,352,0.5,1,4537.38,19,30,0,1,0
6122,634001,842689,NA,"Employee","2019-04-04","2017-03-18","LossOfControl","MaterialDamages ActLiability","","Car","","74100","74800",0,2,1,0.5,1,2520.97,15,26,0,1,0
6123,134773,125514,NA,"Employee","2019-04-08","2017-05-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","33380","33380",0,4,39,0.25,0,731.4,15,30,0,0,0
6124,724818,969437,NA,"Employee","2019-03-31","2018-01-01","LossOfControl","MaterialDamages ActLiability","","Car","","57525","57525",0,1,47,0.5,1,836.92,11,34,0,1,0
6125,166503,465783,NA,"CivilServant","2019-04-11","2017-07-18","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","29400","29400",0,5,15,0,0,4150.36,17,29,1,0,0
6126,296621,402255,NA,"Executive","2019-04-11","2018-02-17","WindscreenDamage","Windscreen","","Car","","3410","3410",0,5,102,0.5,1,333.34,0,61,0,0,0
6127,550653,739675,NA,"Retired","2019-04-05","2018-06-22","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Caravan","","33260","33260",0,1,34,0.25,1,535.2,12,62,0,0,0
6128,487600,665871,NA,"Retired","2019-04-11","2019-04-09","LossOfControl","MaterialDamages ActLiability","TotalLoss","Caravan","","67400","67400",0,1,168,0.5,1,10519,17,77,0,1,1
6129,658166,874501,988994,"Retired","2019-04-04","2017-01-01","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","59670","59670",0,2,155,0.25,0,2500,17,75,0,0,0
6130,407658,578918,NA,"CivilServant","2019-04-10","2019-02-14","AccidentWithIdentifiedThirdParty","ActLiability","","Caravan","","34120","34290",0,2,171,0.25,0,0,15,54,0,0,0
6131,139380,131237,NA,"Employee","2019-04-11","2019-03-30","Vandalism","ActLiability","","Car","","33670","33670",0,1,134,0.5,1,0,0,26,0,0,0
6132,339045,513050,NA,"Executive","2019-04-09","2019-01-28","WindscreenDamage","Windscreen ActLiability","","Car","","91390","91390",1,1,72,0.5,1,952.6,0,31,0,0,0
6133,308252,431881,NA,"Employee","2019-04-09","2017-10-28","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","56330","56330",0,3,240,0.25,0,1557,19,35,0,1,0
6134,619488,822945,NA,"Executive","2019-04-12","2017-10-29","WindscreenDamage","Windscreen","","Car","","74250","74250",1,3,55,0.5,1,824.84,0,43,0,0,0
6135,478408,654137,NA,"Employee","2019-04-12","2017-04-06","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","59600","59600",0,8,127,0.25,0,4680,12,29,0,0,0
6136,452510,626514,NA,"Employee","2019-03-28","2019-03-15","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","65380","65200",0,4,50,0.25,1,701.77,18,44,0,0,0
6137,262181,325348,NA,"Worker","2019-04-11","2018-07-21","LossOfControl","ActLiability","","Car","","35510","35510",0,1,73,0.5,1,0,15,22,0,0,0
6138,726937,972843,NA,"Employee","2019-04-09","2019-01-07","LossOfControl","ThirdParty","","Car","","42100","42100",0,2,212,0.5,1,724.8,0,48,0,1,0
6139,485149,662893,NA,"CivilServant","2019-04-12","2018-05-25","WindscreenDamage","Windscreen","","Car","","12260","12260",0,1,108,0.5,1,751.36,0,38,0,0,0
6140,485174,662919,NA,"CivilServant","2019-03-15","2018-04-23","CollisionWithPedestrian","MaterialDamages ActLiability","","Car","","63170","63117",0,2,54,0.25,1,1995.48,17,49,0,0,0
6141,443029,623229,NA,"Employee","2019-04-08","2017-03-31","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","49300","49300",0,5,181,0,0,17824.11,6,41,1,0,0
6142,46728,33024,378443,"Unemployed","2019-04-12","2019-01-28","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","56420","56420",0,4,161,0.25,0,2400,13,21,0,0,0
6143,402162,812963,NA,"Employee","2019-03-15","2018-02-05","WindscreenDamage","Windscreen","","Car","","60126","60126",0,3,27,0.5,1,280.99,0,30,0,0,0
6144,370349,542263,NA,"Worker","2019-04-08","2019-01-11","WindscreenDamage","Windscreen","","Car","","30190","30190",0,1,119,0.5,1,882.65,0,61,0,0,0
6145,638654,849529,NA,"Employee","2019-03-20","2018-11-01","WindscreenDamage","Windscreen","","Car","","1100","1100",0,1,155,0.5,1,212.66,0,49,0,0,0
6146,1198,317101,NA,"Employee","2019-04-12","2017-01-01","WindscreenDamage","Windscreen","","Car","","29890","29890",0,4,81,0.5,1,523.92,14,37,0,0,0
6147,642805,853917,NA,"Employee","2019-04-12","2018-11-11","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty","","Car","","7500","42220",1,1,84,0,0,4123.66,18,24,2,0,0
6148,517004,701550,NA,"Employee","2019-04-12","2018-05-16","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","35470","35470",0,2,10,0.25,1,1206.56,8,48,0,0,0
6149,246204,293897,NA,"Retired","2019-04-12","2018-07-11","AccidentWithUnidentifiedThirdParty","Windscreen MaterialDamages","","Car","","17305","17305",0,2,135,0.25,1,311.86,0,70,0,0,0
6150,633939,842600,NA,"Retired","2019-04-04","2017-09-22","AccidentOrCollision","MaterialDamages ActLiability","","Caravan","","56350","56350",0,1,129,0.25,1,1348.15,8,72,0,1,0
6151,324400,476354,NA,"Farmer","2019-04-13","2018-12-16","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","16300","16440",0,1,133,0.25,1,0,11,25,0,0,0
6152,643861,854997,NA,"Executive","2019-04-12","2018-10-15","WindscreenDamage","Windscreen","","Car","","93130","93130",1,1,117,0.5,1,167.96,0,31,0,0,0
6153,82571,65865,NA,"Employee","2019-04-13","2018-01-24","WindscreenDamage","Windscreen","","Car","","56470","56470",0,2,127,0.5,1,0,10,23,0,0,0
6154,126144,114394,NA,"Employee","2019-04-13","2017-03-08","TheftOfExteriorElements","Accessories Windscreen","","Car","","44000","44710",0,4,62,0.5,1,1347.22,15,33,0,0,0
6155,3073,496264,NA,"Retired","2019-04-12","2017-01-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","44000","29900",0,4,53,0.25,0,0,0,73,0,0,0
6156,55384,40603,NA,"Executive","2019-04-13","2019-02-23","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","33700","33700",0,4,62,0.25,1,855.26,23,48,0,0,0
6157,458766,632704,NA,"Employee","2019-04-10","2019-04-10","LossOfControl","ActLiability ThirdParty","","Car","","59126","59126",1,1,226,0.5,1,776.53,8,18,0,1,1
6158,458766,632704,NA,"Employee","2019-04-10","2019-04-10","LossOfControl","ActLiability ThirdParty","","Car","","59126","59126",1,1,226,0.5,1,0,8,18,0,1,0
6159,236218,324991,NA,"Executive","2019-04-12","2018-05-04","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","56100","56600",0,4,66,0.25,0,1129.82,17,40,0,0,0
6160,728405,974997,NA,"Retired","2019-04-10","2019-01-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","11110","11110",0,1,139,0.25,0,1482,14,70,0,1,0
6161,416719,587986,NA,"Executive","2019-04-08","2019-03-13","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","45300","45300",1,1,100,0.25,0,0,15,50,0,1,0
6162,377349,548932,NA,"Executive","2019-04-14","2019-03-01","Vandalism","MaterialDamages ActLiability Burglary ReplacementVehicle","","Car","","73000","73000",1,1,11,0.5,1,1121.34,23,43,0,0,0
6163,407200,578439,NA,"Employee","2019-03-13","2019-02-08","WindscreenDamage","Windscreen","","Car","","55200","55200",0,4,142,0.5,1,829.31,0,62,0,0,0
6164,411972,886531,NA,"Employee","2019-04-05","2018-10-26","","","","Car","","57600","57600",0,3,164,0.25,1,0,0,55,0,0,0
6165,362105,533476,NA,"Retired","2019-04-12","2018-02-07","LossOfControl","MaterialDamages ActLiability ThirdParty","","Caravan","","7110","7110",0,1,59,0.5,1,59497.78,14,71,0,1,0
6166,411972,886531,NA,"Employee","2019-04-05","2018-10-26","WindscreenDamage","Windscreen","","Car","","57600","57600",0,3,164,0.5,1,645.02,0,55,0,0,0
6167,664472,884496,NA,"Employee","2019-03-21","2018-10-18","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","TotalLoss","Car","","42100","42100",0,1,235,0.25,0,2054,0,21,0,1,0
6168,493552,333684,NA,"Employee","2019-02-01","2018-04-13","WindscreenDamage","Windscreen","","Car","","16360","16360",1,1,147,0.5,1,680.04,0,49,0,0,0
6169,451455,625343,NA,"Employee","2019-04-12","2017-09-25","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","34500","34500",0,2,131,0.25,0,3900,21,33,0,0,0
6170,660944,879189,NA,"Employee","2019-04-14","2018-01-01","WindscreenDamage","Windscreen","","Car","","26740","26740",0,4,27,0.5,1,399.82,11,45,0,0,0
6171,487128,573572,NA,"Employee","2019-04-11","2019-04-10","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","7430","7430",0,1,0,0.25,0,799.91,10,32,0,0,0
